Reaction,ReactionName,Flux
HACD3,"3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA)",0
TYRTA,"Tyrosine transaminase",0
SHKK,"Shikimate kinase",0
DCYTtex,"Deoxycytidine transport via diffusion (extracellular to periplasm)",0
EX_gam_e,"D-Glucosamine exchange",0
ACNAMtex,"N-acetylneuraminate transport via diffusion (extracellular to periplasm)",0
ARBTNabcpp,"Aerobactin transport via ABC system (periplasm)",0
EX_inost_e,"Myo-Inositol exchange",0
EX_mobd_e,"Molybdate exchange",0
NNDMBRT,"Nicotinate-nucleotide dimethylbenzimidazole phosphoribosyltransferase",0
DGSNtex,"Deoxyguanosine transport via diffusion (extracellular to periplasm)",0
THRA2,"L-allo-Threonine Aldolase",0
H2Stex,"H2s transport via diffusion (extracellular to periplasm)",0
PPK,"Polyphosphate kinase",0
EX_so4_e,"Sulfate exchange",0
SADH,"Succinylarginine dihydrolase",0
GLUSy,"Glutamate synthase (NADPH)",0
GUAPRT,"Guanine phosphoribosyltransferase",0
EX_phe__L_e,"L-Phenylalanine exchange",0
EX_thr__L_e,"L-Threonine exchange",0
EX_uri_e,"Uridine exchange",0
OMCDC,"2-Oxo-4-methyl-3-carboxypentanoate decarboxylation",0
ABUTD,"Aminobutyraldehyde dehydrogenase",0
E4PD,"Erythrose 4-phosphate dehydrogenase",0
IG3PS,"Imidazole-glycerol-3-phosphate synthase",0
PDH,"Pyruvate dehydrogenase",3.43041916167666
MTHFR2,"5,10-methylenetetrahydrofolate reductase (NADH)",0
DMSOR2pp,"Dimethyl sulfoxide reductase (Demethylmenaquinol 8) (periplasm)",0
H2St1pp,"H2s transport (periplasm)",0
EX_nh4_e,"Ammonia exchange",-4.01964071856287
DADK,"Deoxyadenylate kinase",0
DUTPDP,"DUTP diphosphatase",0
EX_ddca_e,"Dodecanoate (n-C12:0) exchange",0
HYD3pp,"Hydrogenase (Demethylmenaquinone-8: 2 protons) (periplasm)",0
NO3R1pp,"Nitrate reductase (Ubiquinol-8) (periplasm)",0
NTP5,"Nucleoside-triphosphatase (CTP)",0
CELBpts,"Cellobiose transport via PEPPyr PTS",0
FORt2pp,"Formate transport via proton symport (uptake only, periplasm)",0
EX_r5p_e,"Alpha-D-Ribose 5-phosphate exchange",0
EX_glyc2p_e,"Glycerol 2-phosphate exchange",0
MTAN,"Methylthioadenosine nucleosidase",0
DPR,"2-dehydropantoate 2-reductase",0
EX_halipa_e,"Hepta-acylated KDO(2)-lipid (A) exchange",0
AACPS5,"Acyl-[acyl-carrier-protein] synthetase  (n-C18:1)",0
MANptspp,"D-mannose transport via PEP:Pyr PTS (periplasm)",0
EX_cmp_e,"CMP exchange",0
NTD8,"5'-nucleotidase (dGMP)",0
GALCTD,"Galactarate dehydratase",0
EX_malthx_e,"Maltohexaose exchange",0
MLTG4,"Maltodextrin glucosidase (maltohexaose)",0
UDPGDC,"UDP-glucuronate C-4'' decarboxylase",0
PUNP4,"Purine-nucleoside phosphorylase (Deoxyguanosine)",0
AMAOTr,"Adenosylmethionine-8-amino-7-oxononanoate transaminase",0
EX_csn_e,"Cytosine exchange",0
EX_etoh_e,"Ethanol exchange",0
G6PP,"Glucose-6-phosphate phosphatase",0
GLNS,"Glutamine synthetase",4.01964071856283
TYMtex,"Tyramine transport via diffusion (extracellular to periplasm)",0
GTHS,"Glutathione synthetase",0
EX_g3pe_e,"Sn-Glycero-3-phosphoethanolamine exchange",0
EX_pacald_e,"Phenylacetaldehyde exchange",0
EX_his__L_e,"L-Histidine exchange",0
EX_k_e,"K+ exchange",0
EX_na1_e,"Sodium exchange",0
ACACT1r,"Acetyl-CoA C-acetyltransferase",0
ARGORNt7pp,"Arginine/ornithine antiporter (periplasm)",-1000
EX_dmso_e,"Dimethyl sulfoxide exchange",0
CMPtex,"CMP transport via diffusion (extracellular to periplasm)",0
DUMPtex,"DUMP transport via diffusion (extracellular to periplasm)",0
XMPtex,"XMP transport via diffusion (extracellular to periplasm)",0
3PEPTtex,"LalaDgluMdap (tripeptide) transport via diffusion (extracellular to periplasm)",0
EX_12ppd__S_e,"(S)-Propane-1,2-diol exchange",0
EX_pppn_e,"Phenylpropanoate exchange",0
ANHGMtex,"GlcNAc-anhMurNAc transport via diffusion (extracellular to periplasm)",0
MALTptspp,"Maltose transport via PEP:Pyr PTS (periplasm)",0
UDPKAAT,"UDP-4''-ketopentose:UDP-4-amino-4-deoxy-L-arabinose aminotransferase",0
ULA4NFT,"UDP-L-Ara4N formyltransferase",0
EX_acgam1p_e,"N-Acetyl-D-glucosamine 1-phosphate exchange",0
NTD11pp,"5'-nucleotidase (IMP)",0
EX_galt_e,"Galactitol exchange",0
DKGLCNR2x,"2,5-diketo-D-gluconate reductase (NADH)",0
ACGS,"N-acetylglutamate synthase",0
PDE1,"3',5'-cyclic-nucleotide phosphodiesterase",0
UPLA4FNT,"Undecaprenyl phosphate-L-Ara4FN transferase",0
UPLA4FNF,"Undecaprenyl phosphate-L-Ara4FN formylase",0
ULA4Ntppi,"Transport (cytoplasm to periplasm)",0
HEPT1,"Heptosyltransferase I (LPS core synthesis)",0
FALDtex,"Formaldehyde transport via diffusion (extracellular to periplasm)",0
MCITD,"2-methylcitrate dehydratase",0
CU2tex,"Copper (Cu+2) transport via diffusion (extracellular to periplasm)",0
EX_glcur1p_e,"D-Glucuronate 1-phosphate exchange",0
GLCATr,"D-glucose O-acetyltransferase",0
ALR2,"Aldose reductase (methylglyoxal)",0
AMALT2,"Amylomaltase (maltotetraose)",0
MLTP1,"Maltodextrin phosphorylase (maltopentaose)",0
HEPT2,"Heptosyltransferase II (LPS core synthesis)",0
FECRMUtex,"Ferrichrome (minus Fe) secretion (to extracellular)",0
ALAALAr,"D-alanine-D-alanine ligase (reversible)",0
EX_thrp_e,"L-Threonine O-3-phosphate exchange",0
CLtex,"Chloride (Cl-1) transport via diffusion (extracellular to periplasm)",0
CYSDtex,"D-cysteine transport via diffusion (extracellular to periplasm)",0
CYSDabcpp,"D-cysteine uptake via ABC system (periplasm)",0
HXAND,"Hypoxanthine dehydrogenase",0
EX_fald_e,"Formaldehyde exchange",0
EX_pydxn_e,"Pyridoxine exchange",0
EX_acgal_e,"N-Acetyl-D-galactosamine exchange",0
EX_so2_e,"Sulfur dioxide exchange",0
EX_dms_e,"Dimethyl sulfide exchange",0
GMPtex,"GMP transport via diffusion (extracellular to periplasm)",0
IMPtex,"IMP transport via diffusion (extracellular to periplasm)",0
G3PItex,"Glycero-3-phospho-1-inositol transport via diffusion (extracellular to periplasm)",0
CD2abcpp,"Cadmium (Cd+2) ABC transporter (periplasm)",0
G3PGtex,"Glycerophoglycerol transport via diffusion (extracellular to periplasm)",0
G3PEtex,"Glycero-3-phosphoethanolamine transport via diffusion (extracellular to periplasm)",0
G3PCtex,"Glycero-3-phosphocholine transport via diffusion (extracellular to periplasm)",0
UMPtex,"UMP transport via diffusion (extracellular to periplasm)",0
G1Ptex,"D-glucose 1-phosphate transport via diffusion",0
ADNK1,"Adenosine kinase",0
CUt3,"Copper transport out via proton antiport",0
ZN2t3pp,"Zinc (Zn+2) transport out via proton antiport (periplasm)",0
SKMtex,"Shikimate transport via diffusion (extracellular to periplasm)",0
MNt2pp,"Manganese (Mn+2) transport in via proton symport (periplasm)",0
GLCabcpp,"D-glucose transport via ABC system (periplasm)",0
MNtex,"Manganese (Mn+2) transport via diffusion (extracellular to periplasm)",0
GAL1Ptex,"D-galactose 1-phosphate transport via diffusion (extracellular to periplasm)",0
G2PPpp,"Glycerol 2-phosphate phosphatase (periplasmic)",0
UDPGPpp,"UDPglucose pyrophosphohydrolase",0
EX_acgal1p_e,"N-Acetyl-D-galactosamine 1-phosphate exchange",0
EX_cyan_e,"Hydrogen cyanide exchange",0
EX_tyrp_e,"Phosphotyrosine exchange",0
O2Stex,"Superoxide anion transport via diffusion (extracellular to periplasm)",0
HEPK1,"LPS heptose kinase I (LPS core synthesis)",0
ALDD3y,"Aldehyde dehydrogenase (propanal, NADP)",0
EX_uacgam_e,"UDP-N-acetyl-D-glucosamine exchange",0
Kt3pp,"Potassium transport out via proton antiport (periplasm)",0
EX_udpacgal_e,"UDP-N-acetyl-D-galactosamine exchange",0
EX_udpg_e,"UDPglucose exchange",0
EX_udpgal_e,"UDPgalactose exchange",0
EX_udpglcur_e,"UDP-D-glucuronate exchange",0
EX_14glucan_e,"1,4-alpha-D-glucan exchange",0
EX_pser__L_e,"O-Phospho-L-serine exchange",0
R5PP,"Ribose 5-phosphate phosphatase",0
EX_xmp_e,"Xanthosine 5'-phosphate exchange",0
EX_damp_e,"DAMP exchange",0
CYSSADS,"L-cysteine sulfinic acid desulfurase",0
EX_dimp_e,"DIMP exchange",0
CPPPGO2,"Oxygen Independent coproporphyrinogen-III oxidase",0
EX_isetac_e,"Isethionic acid exchange",0
AGM3PH,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide beta -1,4-N-acetylglucosaminidase",0
HOMt2pp,"L-homoserineserine efflux via proton symport",0
EX_aso3_e,"Arsenite exchange",0
EX_tcynt_e,"Thiocyanate exchange",0
EX_fe3dhbzs_e,"Ferric 2,3-dihydroxybenzoylserine exchange",0
AGM3PApp,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase (periplasm)",0
PPPGO,"Protoporphyrinogen oxidase (aerobic)",0
EX_feoxam_un_e,"Ferroxamine minus Fe(3) exchange",0
HOMtex,"L-homoserine transport via diffusion (extracellular to periplasm)",0
SO2tex,"SO2 transport via diffusion (extracellular to periplasm)",0
SO2tpp,"SO2 transport via diffusion (periplasm)",0
LDH_D2,"D-lactate dehydrogenase",0
EX_g3pc_e,"Sn-Glycero-3-phosphocholine exchange",0
EX_g3pg_e,"Glycerophosphoglycerol exchange",0
EX_g3pi_e,"Sn-Glycero-3-phospho-1-inositol exchange",0
SHCHF,"Sirohydrochlorin ferrochelatase",0
SUCOAS,"Succinyl-CoA synthetase (ADP-forming)",-1000
SUCBZL,"O-succinylbenzoate-CoA ligase",0
CYSDDS,"D-cysteine desulfhydrase",0
CYStpp,"L-cysteine export via facilitated transport",0
EX_g3ps_e,"Glycerophosphoserine exchange",0
EX_peamn_e,"Phenethylamine exchange",0
EX_34dhpac_e,"3,4-Dihydroxyphenylacetaldehyde exchange",0
NTP1,"Nucleoside-triphosphatase (ATP)",0
DAMPtex,"DAMP transport via diffusion (extracellular to periplasm)",0
DCMPtex,"DCMP transport via diffusion (extracellular to periplasm)",0
DGMPtex,"DGMP transport via diffusion (extracellular to periplasm)",0
DTMPtex,"DTMP transport via diffusion (extracellular to periplasm)",0
ACSERtpp,"O-Acetyl-L-serine export via facilitated transport",0
ACSERtex,"O-Acetyl-L-serine transport via diffusion (extracellular to periplasm)",0
LALDO3,"L-Lactaldehyde:NADP+ 1-oxidoreductase",0
NTP10,"Nucleoside-triphosphatase (ITP)",0
PRAIS,"Phosphoribosylaminoimidazole synthase",0
GDMANE,"GDP-4-dehydro-6-deoxy-D-mannose epimerase",0
GPDDA4,"Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol)",0
LPLIPAL2ATG120,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C12:0)",0
PLIPA1E140pp,"Phospholipase A1 (phosphatidylethanolamine, n-C14:0) (periplasm)",0
LPLIPAL2E140,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:0)",0
PLIPA1E160pp,"Phospholipase A1 (phosphatidylethanolamine, n-C16:0) (periplasm)",0
GALKr,"Galactokinase",0
PLIPA1E161pp,"Phospholipase A1 (phosphatidylethanolamine, n-C16:1) (periplasm)",0
AACPS8,"Acyl-[acyl-carrier-protein] synthetase  (n-C10:0)",0
AACPS9,"Acyl-[acyl-carrier-protein] synthetase  (n-C8:0)",0
LPLIPAL2E180,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:0)",0
LPLIPAL2G161,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:1)",0
LPLIPAL2G181,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:1)",0
2AGPE120tipp,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0) transporter via facilitated diffusion (periplasm)",0
HXCT,"Acetyl-CoA:hexanoate-CoA transferase",0
AACPS6,"Acyl-[acyl-carrier-protein] synthetase  (n-C18:0)",0
2AGPEAT160,"2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0)",0
AACPS7,"Acyl-[acyl-carrier-protein] synthetase  (n-C12:0)",0
PANTS,"Pantothenate synthase",0
G3PGabcpp,"Sn-glycerol-3-phosphoglycerol transport via ABC system (periplasm)",0
G3PIabcpp,"Sn-glycerol-3-phosphoethanolamine transport via ABC system (periplasm)",0
DURADx,"Dihydrouracil dehydrogenase (NAD)",0
ECOAH7,"3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA)",0
G1PPpp,"Glucose-1-phosphatase",0
GALCTND,"Galactonate dehydratase",0
GCALDD,"Glycolaldehyde dehydrogenase",0
HISTP,"Histidinol-phosphatase",0
G3PSabcpp,"Sn-glycerol-3-phosphoserine transport via ABC system (periplasm)",0
QMO2,"Quinol monooxygenase (Ubiquinol-8)",0
QMO3,"Quinol monooxygenase (menaquinol 8)",0
LPLIPAL2E141,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:1)",0
LPLIPAL2E161,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:1)",0
LDH_D,"D-lactate dehydrogenase",0
AMALT4,"Amylomaltase (maltohexaose)",0
NTD11,"5'-nucleotidase (IMP)",0
LPLIPAL2E181,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1)",0
YUMPS,"YUMP synthetase",0
LPLIPAL2G180,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:0)",0
LPLIPAL2G141,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:1)",0
2AGPA120tipp,"2-Acyl-sn-glycero-3-phosphatidate (n-C12:0) transporter via facilitated diffusion (periplasm)",0
2AGPG180tipp,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) transporter via facilitated diffusion (periplasm)",0
IPDDI,"Isopentenyl-diphosphate D-isomerase",0
ORNDC,"Ornithine Decarboxylase",0
UPP3MT,"Uroporphyrinogen methyltransferase",0
KAS15,"Beta-ketoacyl-ACP synthase (2)",0
ALAALAtex,"D-alanyl-D-alanine (DalaDala) transport via diffusion (extracellular to periplasm)",0
FACOAL181t2pp,"Fatty-acid-CoA ligase (octadecenoate transport via vectoral Co-A coupling)",0
T2DECAI,"Trans-2-decenoyl-ACP isomerase",0
2AGPGAT180,"2-acyl-glycerophospho-glycerol acyltransferase (n-C18:0)",0
2AGPGAT181,"2-acyl-glycerophospho-glycerol acyltransferase (n-C18:1)",0
3OAS161,"3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1)",0
DHQS,"3-dehydroquinate synthase",0
EAR141y,"Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:1)",0
EAR161x,"Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1)",0
2AGPG141tipp,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) transporter via facilitated diffusion (periplasm)",0
2AGPG161tipp,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) transporter via facilitated diffusion (periplasm)",0
2AGPG181tipp,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) transporter via facilitated diffusion (periplasm)",0
2AGPEAT140,"2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:0)",0
2AGPEAT120,"2-acyl-glycerophospho-ethanolamine acyltransferase (n-C12:0)",0
DASYN160,"CDP-diacylglycerol synthetase (n-C16:0)",0
DASYN161,"CDP-diacylglycerol synthetase (n-C16:1)",0
DASYN181,"CDP-diacylglycerol synthetase (n-C18:1)",0
CDAPPA161,"CDP-Diacylglycerol pyrophostatase (n-C16:1)",0
2AGPEAT161,"2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:1)",0
2AGPEAT141,"2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:1)",0
2AGPGAT160,"2-acyl-glycerophospho-glycerol acyltransferase (n-C16:0)",0
PGSA180,"Phosphatidylglycerol synthase (n-C18:0)",0
PGCD,"Phosphoglycerate dehydrogenase",0
PSSA140,"Phosphatidylserine syntase (n-C14:0)",0
2AGPGAT141,"2-acyl-glycerophospho-glycerol acyltransferase (n-C14:1)",0
FACOAE180,"Fatty-acid-CoA thioesterase (octadecanoate)",0
LPLIPAL2ATG140,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:0)",0
LPLIPAL2ATG141,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:1)",0
LPLIPAL2ATG160,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:0)",0
LPLIPAL2ATG180,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:0)",0
LPLIPAL2ATG161,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:1)",0
LPLIPAL2ATG181,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:1)",0
FACOAE100,"Fatty-acid-CoA thioesterase (decanoate)",0
FACOAE80,"Fatty-acid-CoA thioesterase (octanoate)",0
FACOAE60,"Fatty-acid-CoA thioesterase (hexanoate)",0
CLPNS180pp,"Cardiolipin synthase (periplasmic, n-C18:0)",0
PLIPA1E120pp,"Phospholipase A1 (phosphatidylethanolamine, n-C12:0) (periplasm)",0
CLPNS181pp,"Cardiolipin synthase (periplasmic, n-C18:1)",0
EX_cys__L_e,"L-Cysteine exchange",0
PG161abcpp,"Phosphatidylglycerol transport via ABC system (n-C16:1, periplasm)",0
PGP120abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C12:0, periplasm)",0
MALtex,"Malate transport via diffusion (extracellular to periplasm)",0
NO3tex,"Nitrate transport via diffusion (extracellular to periplasm)",0
3OAS141,"3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1)",0
3OAR121,"3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:1)",0
CFAS160G,"Cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C16:0)",0
PGP161abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C16:1, periplasm)",0
PGP181abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C18:1, periplasm)",0
PA120abcpp,"Phosphatidate transport via ABC system (n-C12:0, periplasm)",0
PLIPA1G120pp,"Phospholipase A1 (phosphatidylglycerol, n-C12:0) (periplasm)",0
FACOAE141,"Fatty-acid-CoA thioesterase (tetradecenoate)",0
CLPNS120pp,"Cardiolipin synthase (periplasmic, n-C12:0)",0
ALPATE160pp,"Apolipoprotein N-acyltransferase (phosphatidylethanolamine, periplasm)",0
FACOAE161,"Fatty-acid-CoA thioesterase (hexadecenoate)",0
EX_gsn_e,"Guanosine exchange",0
ALPATG160pp,"Apolipoprotein N-acyltransferase (phosphatidylglycerol, periplasm)",0
2AGPGAT120,"2-acyl-glycerophospho-glycerol acyltransferase (n-C12:0)",0
LPLIPAL2ATE120,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C12:0)",0
2AGPEAT180,"2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:0)",0
LPLIPAL2ATE140,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:0)",0
EX_orot_e,"Orotate exchange",0
LPLIPAL2ATE160,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:0)",0
LPLIPAL2ATE180,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:0)",0
LPLIPAL2ATE141,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:1)",0
2AGPEAT181,"2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:1)",0
2AGPGAT140,"2-acyl-glycerophospho-glycerol acyltransferase (n-C14:0)",0
PLIPA1E181pp,"Phospholipase A1 (phosphatidylethanolamine, n-C18:1) (periplasm)",0
PLIPA1G180pp,"Phospholipase A1 (phosphatidylglycerol, n-C18:0) (periplasm)",0
LPLIPAL2ATE161,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:1)",0
LPLIPAL2ATE181,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:1)",0
FACOAL141t2pp,"Fatty-acid-CoA ligase (tetradecenoate transport via vectoral Co-A coupling)",0
FACOAL161t2pp,"Fatty-acid-CoA ligase (hexadecenoate transport via vectoral Co-A coupling)",0
PA160abcpp,"Phosphatidate transport via ABC system (n-C16:0, periplasm)",0
PLIPA1G181pp,"Phospholipase A1 (phosphatidylglycerol, n-C18:1) (periplasm)",0
ALAALAabcpp,"D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm)",0
HEXt2rpp,"Hexanoate transport via proton symport, reversible (periplasm)",0
G3PEabcpp,"Sn-glycerol-3-phosphoethanolamine transport via ABC system (periplasm)",0
G3PCabcpp,"Sn-glycerol-3-phosphocholine transport via ABC system (periplasm)",0
2AGPGAT161,"2-acyl-glycerophospho-glycerol acyltransferase (n-C16:1)",0
PA181abcpp,"Phosphatidate transport via ABC system (n-C18:1, periplasm)",0
12DGR141tipp,"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C14:1)",0
AMPTASEPG,"Aminopeptidase (pro-gly)",0
ADSL1r,"Adenylsuccinate lyase",0
PROGLYabcpp,"L-Prolinylglycine (Pro-Gly) transport via ABC system (periplasm)",0
GTHRDabcpp,"Reduced glutathione via ABC system (periplasm)",0
PGPP140pp,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)",0
PGPP141pp,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:1)",0
PGPP160pp,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:0)",0
2AGPG140tipp,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) transporter via facilitated diffusion (periplasm)",0
PGPP180pp,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:0)",0
2AGPG160tipp,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) transporter via facilitated diffusion (periplasm)",0
SERD_D,"D-serine deaminase",0
CLPNH141pp,"Cardiolipin hydrolase (periplasm, n-C14:1)",0
CLPNH160pp,"Cardiolipin hydrolase (periplasm, n-C16:0)",0
CLPNH161pp,"Cardiolipin hydrolase (periplasm, n-C16:1)",0
AICART,"Phosphoribosylaminoimidazolecarboxamide formyltransferase",0
CLPNH181pp,"Cardiolipin hydrolase (periplasm, n-C18:1)",0
D_LACt2pp,"D-lactate transport via proton symport (periplasm)",0
PLIPA1E180pp,"Phospholipase A1 (phosphatidylethanolamine, n-C18:0) (periplasm)",0
RIBtex,"Ribose transport via diffusion (extracellular to periplasm)",0
FLVRx,"Flavin reductase (NAD)",0
THMtex,"Thiamine transport via diffusion (extracellular to periplasm)",0
XYLUtex,"L-xylulose transport via diffusion (extracellular to periplasm)",0
PLIPA1G140pp,"Phospholipase A1 (phosphatidylglycerol, n-C14:0) (periplasm)",0
PLIPA1G161pp,"Phospholipase A1 (phosphatidylglycerol, n-C16:1) (periplasm)",0
CLPNS160pp,"Cardiolipin synthase (periplasmic, n-C16:0)",0
CLPNS161pp,"Cardiolipin synthase (periplasmic, n-C16:1)",0
EX_manglyc_e,"2(alpha-D-Mannosyl)-D-glycerate exchange",0
ALLtex,"Allose transport via diffusion (extracellular to periplasm)",0
PG160abcpp,"Phosphatidylglycerol transport via ABC system (n-C16:0, periplasm)",0
FRUpts2pp,"Fructose transport via PEP:Pyr PTS (f6p generating) (periplasm)",0
PGP140abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C14:0, periplasm)",0
PAPA120pp,"Phosphatidate phosphatase (periplasmic, n-C12:0)",0
PAPA140pp,"Phosphatidate phosphatase (periplasmic, n-C14:0)",0
EX_metsox_R__L_e,"L-methionine-R-sulfoxide exchange",0
PAPA141pp,"Phosphatidate phosphatase (periplasmic, n-C14:1)",0
34dhpactex,"Dihydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm)",0
PAPA160pp,"Phosphatidate phosphatase (periplasmic, n-C16:0)",0
G6Pt6_2pp,"Glucose-6-phosphate transport via phosphate antiport (periplasm)",0
PAPA161pp,"Phosphatidate phosphatase (periplasmic, n-C16:1)",0
MALTHXtexi,"Maltohexaose transport via diffusion (extracellular to periplasm) irreversible",0
PAPA180pp,"Phosphatidate phosphatase (periplasmic, n-C18:0)",0
PROtex,"L-proline transport via diffusion (extracellular to periplasm)",0
HPYRI,"Hydroxypyruvate isomerase",0
FE3HOXUtex,"Fe(III)hydroxamate unloaded secretion",0
HYD1pp,"Hydrogenase (ubiquinone-8: 2 protons) (periplasm)",0
EX_cl_e,"Chloride exchange",0
FE3DHBZStonex,"Ferric 2,3-dihydroxybenzoylserine transport via ton system (extracellular)",0
AACTOOR,"Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing)",0
H2tpp,"Hydrogen transport diffusion (periplasm)",0
23DAPPAtex,"2,3-diaminopropionate transport via diffusion",0
ECAP3pp,"Enterobacterial common antigen polymerase (periplasm)",0
FEOXAMtonex,"Ferroxamine transport via ton system (extracellular)",0
TPRDCOAS,"Triphosphoribosyl-dephospho-CoA synthase",0
ACGAM1PPpp,"N-acetyl-D-glucosamine 1-phosphatase (periplasm)",0
EX_dgmp_e,"DGMP exchange",0
GAMptspp,"D-glucosamine transport via PEP:Pyr PTS (periplasm)",0
GSNt2pp,"Guanosine transport in via proton symport (periplasm)",0
EX_4hoxpacd_e,"4-Hydroxyphenylacetaldehyde exchange",0
FMNRx,"FMN reductase",0
EX_3hpppn_e,"3-(3-hydroxy-phenyl)propionate exchange",0
EX_man6p_e,"D-Mannose 6-phosphate exchange",0
GSNtex,"Guanosine transport via diffusion (extracellular to periplasm)",0
SBTtex,"D-sorbitol transport via diffusion (extracellular to periplasm)",0
FORtex,"Formate transport via diffusion (extracellular to periplasm)",0
EX_tsul_e,"Thiosulfate exchange",0
PHEt2rpp,"L-phenylalanine reversible transport via proton symport (periplasm)",0
DHBS,"2,3-dihydroxybenzoate adenylate synthase",0
THIORDXi,"Hydrogen peroxide reductase (thioredoxin)",0
EX_n2o_e,"Nitrous oxide exchange",0
PPPGO3,"Protoporphyrinogen oxidase (anaerobic)",0
PFK,"Phosphofructokinase",1.76431137724558
PDX5POi,"Pyridoxine 5'-phosphate oxidase",0
PDX5PO2,"Pyridoxine 5'-phosphate oxidase (anaerboic",0
MDDCP1pp,"Murein D,D-carboxypeptidase (murein5px4p) (periplasm)",0
GUI2,"Glucuronate isomerase (D-galacturonate)",0
OMBZLM,"2-Octaprenyl-6-methoxy-benzoquinol methylase",0
PLIPA1A181pp,"Phospholipase A1 (phosphatidate, n-C18:1) (periplasm)",0
PGM,"Phosphoglycerate mutase",-3.72502994011984
LPLIPAL2A141,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:1)",0
HG2t3pp,"Mercury (Hg+2) transport out via proton antiport (periplasm)",0
CYTBO3_4pp,"Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm)",15.4893413173652
EX_maltttr_e,"Maltotetraose exchange",0
GLYCK,"Glycerate kinase",0
MLTG5,"Maltodextrin glucosidase (maltoheptaose)",0
GPDDA3,"Glycerophosphodiester phosphodiesterase (Glycerophosphoserine)",0
